Id	Control	Uid	Category	Original	Translated
1341	jobcontrol	str_toolchanges	None	Job has {0} tool change(s) using M6, only a few Grbl ports supports that.	加工程序使用M6進行了 {0} 次刀具更換,只有少數 Grbl 端口支持自動換刀。
1342	jobcontrol	str_toolchangeTLO	None	Job has {0} tool change(s), tool length reference should be established before start.	加工程序有 {0} 次換刀，在加工開始前應建立刀具長度參考。
1459	libstrings	str_grblStateJog	None	JOG	JOG
1451	mainwindow	str_jogStep	None	Jog step: {0}	Jog 一步: {0}
1483	jogcontrol	grp_uijog	Label	Jogging	JOG
1432	libstrings	str_gcParserNoK	None	K word missing	K字缺失
1421	libstrings	str_gcParserKlesseqJ	None	K word must be greater than J word	K 字必須大於 J 字
1427	libstrings	str_gcParserNegK	None	K word negative	K字負數
1007	basicconfigcontrol	lbl_keepMdiFocus	CheckBox	Keep MDI focus	保持MDI焦點
973	jogconfigcontrol	grp_kbdJogging	Label	Keyboard jogging	鍵盤JOG
1317	probingview	str_jogActive	None	Keyboard jogging active	鍵盤點動激活
1318	probingview	str_jogDisabled	None	Keyboard jogging disabled	鍵盤點動已禁用
1566	libstrings	str_keymappingsSaved	None	Keymappings saved to {0}	按鍵映射已保存到 {0}
1055	dragknifedialog	grp_knife	Label	Knife	刀
1355	libstrings	str_probingLatchDistanceError	None	Latch distance must be less than Probing distance.	閂鎖距離必須小於探測距離。
1215	probingview	lbl_latchDistance	None	Latch distance:	閂鎖距離：
1216	probingview	lbl_latchFeed	None	Latch feed rate:	閂鎖進給速度：
1631	mainwindow	tab_latheWizards	Label	Lathe Wizards	Lathe Wizards
1588	libstrings	str_themeLight	None	Light	高亮
1515	jogconfigcontrol	lbl_linkStepToUi	CheckBox	Link step distance to UI jogging	將步距顯示到JOG頁面
1582	sdcardview	mnu_viewAll	Menu	List CNC files only	查看全部
1623	sdcardview	chk_viewAll	CheckBox	List CNC files only	List CNC files only
1024	trinamicview	lbl_sgLoad	Label	Load (SG_RESULT)	加載（SG_RESULT）
1114	heightmapcontrol	lbl_lock	CheckBox	Lock	鎖
1115	centerfindercontrol	lbl_lock	CheckBox	Lock	鎖
1369	machinepositionflyout	str_mposFlyout	None	M_Pos	機械座標
1009	machinepositionflyout	lbl_machinePosition	Text	Machine Position	機械座標
958	macroeditor	dlg_macroEditor	Title	Macro Editor	宏編輯器
1620	libstrings	str_macroChangedSave	None	Macro was changed, save?	Macro was changed, save?
966	basicconfigcontrol	grb_mainConfig	Label	Main	Main
1712	steppercalibrationwizard	str_CalibrationWarnings	None	Make sure there is room for the axis to move and avoid collision. Return move will add 0.5mm overshoot to remove any backlash from subsequent measurements.	Make sure there is room for the axis to move and avoid collision. Return move will add 0.5mm overshoot to remove any backlash from subsequent measurements.
1576	configcontrol	lbl_chkProbeConnected	CheckBox	Manually validate probe is connected	手動驗證探頭是否已連接
1225	basicconfigcontrol	fld_maxBuffer	None	Max buffer:	最大緩衝區:
1385	probingview	lbl_probingDistance	None	Max. distance for probing moves	最大限度。 探測移動距離
963	basicconfigcontrol	fld_maxBuffer	ToolTip	Maximum serial buffer size utilized (limited to 90% of reported value).	使用的最大串行緩衝區大小（限制爲報告值的 90%）。
974	mdicontrol	grp_mdi	Label	MDI	MDI
1579	csselectcontrol	btn_setMeasure	RadioButton	Measure	測量
1701	steppercalibrationwizard	fld_measured	None	Measured:	Measured:
1555	grblalarmlist	hdr_alarmMessage	None	Message	信息
1557	grblerrorlist	hdr_errorMessage	None	Message	信息
1222	configcontrol	fld_minDistance	None	Min distance:	最短距離：
1638	coolantcontrol	lbl_mist	None	Mist	氣冷
1266	dragknifedialog	fld_dentLength	None	mm	mm
1270	dragknifedialog	fld_tipOffset	None	mm	mm
1282	joguiconfigcontrol	lbl_distance0	None	mm	mm
1283	joguiconfigcontrol	lbl_distance1	None	mm	mm
1284	joguiconfigcontrol	lbl_distance2	None	mm	mm
1265	dragknifedialog	fld_cutDepth	None	mm	mm
1285	joguiconfigcontrol	lbl_distance3	None	mm	mm
1290	jobparametersdialog	fld_cutDepth	None	mm	mm
1513	configcontrol	fld_toolDiameter	None	mm	mm
1295	jobparametersdialog	fld_toolChange	None	mm	mm
1293	jobparametersdialog	fld_rapids	None	mm	mm
1291	jobparametersdialog	fld_feedrate	None	mm/min	mm/min
1289	joguiconfigcontrol	lbl_feedrate3	None	mm/min	mm/min
1288	joguiconfigcontrol	lbl_feedrate2	None	mm/min	mm/min
1292	jobparametersdialog	fld_plungeRate	None	mm/min	mm/min
1287	joguiconfigcontrol	lbl_feedrate1	None	mm/min	mm/min
1286	joguiconfigcontrol	lbl_feedrate0	None	mm/min	mm/min
1281	jogconfigcontrol	fld_stepFeedrate	None	mm/min	mm/min
1280	jogconfigcontrol	fld_slowFeedrate	None	mm/min	mm/min
1272	probingview	lbl_latchFeed	None	mm/min	mm/min
1273	probingview	lbl_rapidsFeed	None	mm/min	mm/min
1274	probingview	lbl_searchFeed	None	mm/min	mm/min
1276	jogconfigcontrol	fld_fastFeedrate	None	mm/min	mm/min
1268	dragknifedialog	fld_retractDepth	None	mm/min	mm/min
1424	libstrings	str_gcParserModalGrpError	None	Modal group violation	模態組違規
1095	centerfindercontrol	grp_passes	ToolTip	More than one pass is usually needed to get accurate dimensions.	通常需要多次通過才能獲得準確的尺寸。
1601	signalscontrol	lbl_signalMotorFault	ToolTip	Motor fault	Motor fault
1260	signalscontrol	lbl_signalMotorWarning	ToolTip	Motor warning	電機警告
1551	cameracontrol	str_moveCameraTo	None	Move camera to spindle position?	將相機移動到主軸位置？
1049	cameracontrol	btn_moveOffset	Button	Move offset	移動偏移
1552	cameracontrol	str_moveSpindleTo	None	Move spindle to camera position?	將主軸移動到相機位置？
1011	mpgpending	lbl_mpgModeActive	Label	MPG mode active, waiting for it to be disabled...	MPG 模式已激活,等待其被禁用...
1279	basicconfigcontrol	fld_resetDelay	None	ms	ms
1278	basicconfigcontrol	fld_pollInterval	None	ms	ms
984	sdcardview	hdr_name	None	Name	名字
1689	grblconfigcontrol	hdr_settingName	None	Name	名字
1042	portdialog	tab_network	Label	Network	以太網
1628	sdcardview	str_noCard	None	No card mounted.	No card mounted.
1473	sdcardview	str_notConnection	None	No connection.	無連接。
1469	macroexecutecontrol	lbl_noMacrosDefined	Text	No macros defined, use Edit button to add.	沒有定義宏,請使用編輯按鈕添加
1013	macroexecutecontrol	lbl_noMacrosDefined	Label	No macros defined, use Edit button to add.	沒有定義宏,請使用編輯按鈕添加
1572	libstrings	str_msgNoResponseExit	None	No response received from controller, exiting.	未收到控制器的響應，正在退出。
1511	renderer	str_toolNoShow	None	No tool	沒有刀具
1014	spindlecontrol	lbl_off	RadioButton	Off	關閉
985	offsetview	hdr_offset	None	Offset	偏移
1051	configcontrol	lbl_offsetMotion	Label	Offset motion:	偏移運動：
1015	offsetview	lbl_offset	Label	Offset:	座標系偏移:
1016	workparameterscontrol	lbl_offset	Label	Offset:	座標系偏移:
1206	probingview	fld_offset	None	Offset:	抵消：
1185	mainwindow	tab_offsets	Label	Offsets	偏移量
1626	probingview	lbl_touchPlateXY	ToolTip	Offsets are horizontal thickness of touchplate	Offsets are horizontal thickness of touchplate
1536	gcodewrapdialog	btn_ok	Button	Ok	Ok
932	about	btn_ok	Button	Ok	Ok
931	portdialog	btn_ok	Button	Ok	Ok
1053	dragknifedialog	btn_ok	Button	Ok	Ok
1162	jobparametersdialog	btn_ok	Button	Ok	Ok
933	gcoderotatedialog	btn_ok	Button	Ok	Ok
934	macroeditor	btn_ok	Button	Ok	Ok
1017	portdialog	lbl_onConnect	Label	On connect:	連接時:
1448	libstrings	str_joggingOnly	None	Only jogging and some system commands are allowed when changing tool!	換刀時只允許點動和一些系統命令！
1261	signalscontrol	lbl_signalOptionalStop	ToolTip	Optional stop	選擇停
1482	outlinecontrol	grp_outline	Label	Outline	加工範圍
1018	overridecontrol	lbl_override	Label	Override	倍率
1434	libstrings	str_gcParserNoPandorQ	None	P and/or Q word missing	P 和/或 Q 字缺失
1433	libstrings	str_gcParserNoP	None	P word missing	P字缺失
1428	libstrings	str_gcParserNegP	None	P word negative	P字負數
1422	libstrings	str_gcParserM66NoPorE	None	P- or E-word missing for M66	M66 缺少 P 或 E 字
1186	mainwindow	tab_parting	Label	Parting	Parting
1094	centerfindercontrol	grp_passes	Label	Passes	Passes
1207	centerfindercontrol	fld_passes	None	Passes:	通過：
1474	jobcontrol	str_pause	None	Pause	暫停
1117	heightmapcontrol	lbl_pause	CheckBox	Pause before probing	探測前暫停
1676	grblconfigview	tab_pidTuner	Label	PID Tuner	PID調節器
1436	libstrings	str_gcParserPlaneNotXY	None	Plane not XY	平面不是 XY
1437	libstrings	str_gcParserPlaneNotZx	None	Plane not ZX	平面不是 ZX
1242	jobparametersdialog	fld_plungeRate	None	Plunge rate:	下降率：
1226	basicconfigcontrol	fld_pollInterval	None	Poll interval:	輪詢間隔:
1012	portdialog	lbl_netPort	Label	Port:	端口:
1023	portdialog	lbl_serialPort	Label	Port:	端口:
1615	macrodialog	lbl_postjobmacro	Label	Post job:	Post job:
1616	macrodialog	lbl_prejobmacro	Label	Pre job:	Pre job:
1581	libstrings	str_probingVerifyStart	None	Press [Start] again to start probing.	再次按[開始]開始探測。
1695	steppercalibrationwizard	btn_goneg	ToolTip	Press to move in the negative direction.	Press to move in the negative direction.
1697	steppercalibrationwizard	btn_gopos	ToolTip	Press to move in the positive direction.	Press to move in the positive direction.
1118	centerfindercontrol	lbl_preview	CheckBox	Preview	預覽
1120	rotationcontrol	lbl_preview	CheckBox	Preview	預覽
1108	rotationcontrol	hdr_preview	Label	Preview	預覽
1119	edgefinderintcontrol	lbl_preview	CheckBox	Preview	預覽
1121	edgefindercontrol	lbl_preview	CheckBox	Preview	預覽
1097	centerfindercontrol	grp_preview	Label	Preview	預覽
1714	libstrings	str_prbPrimary	None	Primary	Primary
1262	signalscontrol	lbl_signalProbe	ToolTip	Probe	探測
1580	libstrings	str_probingNoVerifyContinue	None	Probe connection was not verified, continue anyway?	探針連接未驗證，是否仍繼續？
1122	toollengthcontrol	lbl_probeFixture	CheckBox	Probe fixture @ G59.3	探針夾具 @G59.3
1099	probingview	grp_probeTipOrTool	Label	Probe tip/tool	探針/刀具
1124	edgefindercontrol	lbl_probeZ	CheckBox	Probe Z	探頭Z
1123	edgefinderintcontrol	lbl_probeZ	CheckBox	Probe Z	探頭Z
1096	probingview	grp_prbeProperties	Label	Probe/touchplate XY offsets	探頭 XY 偏移
1713	workparameterscontrol	lbl_probe	Label	Probe:	Probe:
1188	mainwindow	tab_probing	Label	Probing	探測
1098	configcontrol	grp_probeConfig	Label	Probing	探測
1595	libstrings	str_probingProbingAtX0Y0	None	Probing @X0Y0...	探測@X0Y0…
1352	libstrings	str_probingFailedCancelled	None	Probing cancelled/failed.	探測已取消/失敗。
1091	probingview	grp_clearances	Label	Probing clearances	探測間隙
1305	edgefindercontrol	str_edgeFinderCompleted	None	Probing completed.	探測完成。
1319	rotationcontrol	str_rotationCompleted	None	Probing completed.	探測完成。
1325	toollengthcontrol	str_toolLengthCompleted	None	Probing completed.	探測完成。
1309	edgefinderintcontrol	str_edgeIntFinderCompleted	None	Probing completed.	探測完成。
1299	centerfindercontrol	str_centerFinderCompleted	None	Probing completed: X distance {0}, Y distance {1}.	探測完成：X 距離{0}，Y 距離{1}。
1314	heightmapcontrol	str_heightMapCompleted	None	Probing completed: Z min: {0}, Z max: {1}.	探測完成:Z最小值:{0},Z最大值:{1}。
1350	libstrings	str_probingDistanceError	None	Probing distance must be larger than XY Clearance + ½ Probe/tool diameter.	探測距離必須大於 XY 間隙 + ? 探頭/工具直徑。
1217	probingview	lbl_probingDistance	None	Probing distance:	探測距離：
1093	probingview	grp_distanceAndSpeed	Label	Probing distances and speed	探測距離和速度
1320	rotationcontrol	str_rotationFailed	None	Probing failed	探測失敗
1326	toollengthcontrol	str_toolLengthFailed	None	Probing failed	探測失敗
1300	centerfindercontrol	str_centerFinderFailed	None	Probing failed	探測失敗
1315	heightmapcontrol	str_heightMapFailed	None	Probing failed	探測失敗
1310	edgefinderintcontrol	str_edgeIntFinderFailed	None	Probing failed	探測失敗
1306	edgefindercontrol	str_edgeFinderFailed	None	Probing failed	探測失敗
1351	libstrings	str_probingFailedAlarm	None	Probing failed with alarm, clear in Grbl tab.	探測失敗併發出警報，在 Grbl 選項卡中清除。
1356	libstrings	str_probingNoPos	None	Probing failed, could not establish current machine position.	探測失敗，無法確定當前機器位置。
1358	libstrings	str_probingNotIdle	None	Probing failed, Grbl is not in idle or tool changing state.	探測失敗,Grbl 未處於空閒或換刀狀態。
1307	edgefindercontrol	str_edgeFinderInitFailed	None	Probing failed, machine position not known.	探測失敗，機器位置未知。
1311	edgefinderintcontrol	str_edgeIntFinderInitFailed	None	Probing failed, machine position not known.	探測失敗，機器位置未知。
1357	libstrings	str_probingNoProbe	None	Probing failed, probe is not connected.	探測失敗,探頭未連接。
1359	libstrings	str_probingProbeAsserted	None	Probing failed, probe signal is asserted.	探測失敗,探測信號有效。
1609	macrodialog	dlg_probingMacros	Title	Probing macros	Probing macros
1594	heightmapcontrol	str_heightMapPointOf	None	Probing point {0} of {1}...	探測點 {0}（共 {1} 個）…
1298	centerfindercontrol	str_centerFinderClearance	None	Probing XY clearance too large for workpiece {0} size.	探測 XY 間隙對於工件 {0} 尺寸來說太大。
1302	centerfindercontrol	str_centerFinderPass	None	Probing, pass {0} of {1}...	正在探測，通過了 {0} 個，共 {1} 個…
1349	libstrings	str_probing	None	Probing...	探測…
1125	probingview	lbl_profile	Label	Profile:	輪廓：
1250	jobview	tab_program	Label	Program	程序
975	limitscontrol	grp_programLimits	Label	Program limits	程序範圍
1431	libstrings	str_gcParserNoInvalidQ	None	Q word missing or out of range	Q 字缺失或超出範圍
1439	libstrings	str_gcParserRless1	None	R word less than 1	R字小於1
1435	libstrings	str_gcParserNoR	None	R word missing	R 字缺失
1151	configcontrol	lbl_rapidsColor	Label	Rapids color:	快速顏色：
1218	probingview	lbl_rapidsFeed	None	Rapids feed rate:	快速進給速度:
1243	jobparametersdialog	fld_rapids	None	Rapids:	快速:
1019	feedcontrol	lbl_rapids	Label	Rapids:	快速G0:
1679	grblconfigcontrol	btn_reload	Button	Reload	重新加載
1680	grblconfigcontrol	btn_reload	ToolTip	Reload settings from controller.	從控制器重新加載設置。
992	basicconfigcontrol	lbl_autoCompressGcode	ToolTip	Removes superfluous gcode command elements.	刪除多餘的 gcode 命令。
937	statuscontrol	btn_reset	Button	Reset	復位
1263	signalscontrol	lbl_signalReset	ToolTip	Reset	復位
1227	basicconfigcontrol	fld_resetDelay	None	Reset delay:	復位延遲:
1502	viewer	btn_resetView	Button	Reset view	重置視圖
1489	rendercontrol	resetView	ToolTip	Reset view (Ctrl+V)	重置視圖 (Ctrl+V)
1703	steppercalibrationwizard	fld_resolution	None	Resolution:	Resolution:
1494	rendercontrol	showGrid	Button	Resources/GridOn.png	Resources/GridOn.png
1496	rendercontrol	showJobEnvelope	Button	Resources/JobBoxOn.png	Resources/JobBoxOn.png
1503	rendercontrol	resetView	Button	Resources/ResetView.png	Resources/ResetView.png
1490	rendercontrol	restoreView	Button	Resources/RestoreView.png	Resources/RestoreView.png
1492	rendercontrol	saveView	Button	Resources/SaveView.png	Resources/SaveView.png
1498	rendercontrol	showWorkEnvelope	Button	Resources/WorkBoxOn.png	Resources/WorkBoxOn.png
1500	rendercontrol	showXYZMarkers	Button	Resources/XYZOn.png	Resources/XYZOn.png
1605	macrodialog	btn_actionMenu	Button	Resources\\menu_22x22.png	Resources\\menu_22x22.png
1681	grblconfigcontrol	btn_restore	Button	Restore	恢復
1020	basicconfigcontrol	lbl_restoreWindowSize	CheckBox	Restore last window size on startup	在啓動時恢復上次窗口大小
1672	grblconfigcontrol	str_settingsRestore	None	Restore settings from file	從文件恢復設置
1491	rendercontrol	restoreView	ToolTip	Restore view (Ctrl+R)	恢復視圖 (Ctrl+R)
1021	basicconfigcontrol	lbl_restoreWindowSize	ToolTip	Restore window size on next startup.	下次啓動時恢復窗口大小。
1056	dragknifedialog	grp_retract	Label	Retract	縮回
1198	dragknifedialog	fld_retractAngle	None	Retract angle:	縮回角度：
1152	configcontrol	lbl_retractColor	Label	Retract color:	縮回顏色：
1199	dragknifedialog	fld_retractDepth	None	Retract depth:	縮回深度：
1057	dragknifedialog	lbl_retractEnable	CheckBox	Retract enable	縮回啓用
940	jobcontrol	btn_rewind	Button	Rewind	重置發送列表
956	sdcardview	dgr_sdcard	ToolTip	Right click for menu, double click to run file.	右鍵單擊菜單，雙擊運行文件。
1381	mainwindow	str_mnuRotate	None	Rotate	旋轉
1140	probingview	tab_Rotation	Label	Rotation	旋轉
976	gcoderotatedialog	grp_rotationCenter	Label	Rotation center	旋轉中心
1100	rotationcontrol	grp_RotationCenter	Label	Rotation center	旋轉中心
1022	spindlecontrol	lbl_rpm	Label	RPM	轉速
1244	jobparametersdialog	fld_rpm	None	RPM:	RPM:
1041	sdcardview	mnu_run	Menu	Run	運行
1460	libstrings	str_grblStateRun	None	RUN	運行
1624	sdcardview	str_runMacro	None	Run macro {0} with no parameters?	Run macro {0} with no parameters?
1608	macrodialog	chk_runonce	CheckBox	Run once	Run once
1452	mainwindow	str_runTime	None	Run time: {0}	運行時間：{0}
1529	macroexecutecontrol	str_runMacro	None	Run {0} macro?	運行 {0} 宏嗎？
1333	macrotoolbarcontrol	str_runMacro	None	Run {0} macro?	要運行 {0} 宏嗎？
1324	probingview	str_runMacro	None	Run {0} macro?	運行 {0} 宏嗎？
1264	signalscontrol	lbl_signalSafetyDoor	ToolTip	Safety door	安全門
1682	grblconfigcontrol	btn_save	Button	Save	保存
1699	steppercalibrationwizard	btn_update	Button	Save	Save
1683	grblconfigcontrol	btn_save	ToolTip	Save changed settings to controller.	將更改的設置保存到控制器。
1564	appconfigview	btn_saveKeyMap	Button	Save keymappings	保存鍵盤映射
943	appconfigview	btn_saveSettings	Button	Save settings	保存設置
1493	rendercontrol	saveView	ToolTip	Save view	保存視圖
1163	jobparametersdialog	grp_scalingFactors	Label	Scaling factors	比例因子
1189	mainwindow	tab_sdCard	Label	SD Card	SD卡
1449	libstrings	str_sdStreamComplete	None	SD Card streaming {0}% complete	SD 卡流式傳輸已完成 {0}%
1219	probingview	lbl_searchFeed	None	Search feed rate:	搜索進給率：
1687	grblconfigcontrol	fld_findSetting	ToolTip	Search for setting	Search for setting
1684	grblconfigcontrol	fld_findSetting	None	searchField_KeyDown	searchField_KeyDown
1715	libstrings	str_prbSecondary	None	Secondary	Secondary
1275	configcontrol	fld_arcResolution	None	segments	段
1313	edgefinderintcontrol	str_edgeIntFinderType	None	Select edge or corner to probe by clicking on the relevant part of the image above.	單擊上圖的相關部分，選擇要探測的邊緣或角點。
1308	edgefindercontrol	str_edgeFinderType	None	Select edge or corner to probe by clicking on the relevant part of the image above.	單擊上圖的相關部分，選擇要探測的邊緣或角點。
1323	rotationcontrol	str_rotationType	None	Select edge to probe by clicking on the relevant part of the image above.	單擊上圖的相關部分,選擇要探測的邊緣。
1303	centerfindercontrol	str_centerFinderType	None	Select type of probe by clicking on one of the images above.	單擊上面的圖像之一選擇探頭類型。
944	mdicontrol	btn_send	Button	Send	發送
1629	basicconfigcontrol	lbl_sendComments	CheckBox	Send comments	Send comments
1630	basicconfigcontrol	lbl_sendComments	ToolTip	Send complete comments.	Send complete comments.
1597	gcodelistcontrol	mnu_sendToController	Menu	Send to controller	發送至控制器
960	portdialog	dlg_title	Title	Sender connection	上位機連接
1160	portdialog	dlg_connection	Title	Sender connection	上位機連接
959	consolewindow	dlg_senderConsole	Title	Sender Console	上位機控制檯
1043	portdialog	tab_serial	Label	Serial	串口
945	coordvaluesetcontrol	btn_set	Button	Set	設置
946	toolview	btn_setAll	Button	Set all	設置全部
947	offsetview	btn_setAll	Button	Set all	設置全部
1128	toollengthcontrol	lbl_setCoordOrOffset	CheckBox	Set coordinate system or offset	設置座標系或偏移
1135	csselectcontrol	set_coord	RadioButton	Set coordinate system:	設置座標系：
1063	heightmapcontrol	btn_fromLimits	Button	Set from program limits	從程序限制設置
1069	csselectcontrol	btn_setG92	RadioButton	Set offset (G92)	設置偏置 (G92)
1613	edgefindercontrol	lbl_edgeoffsetxy	ToolTip	Set to 0 to use 0.5 x probe/tool diameter	Set to 0 to use 0.5 x probe/tool diameter
1612	edgefinderintcontrol	lbl_edgeoffsetxy	ToolTip	Set to 0 to use 0.5 x probe/tool diameter	Set to 0 to use 0.5 x probe/tool diameter
1130	heightmapcontrol	lbl_setZ0AtX0Y0	CheckBox	Set Z = 0 at X0Y0:	Set Z = 0 at X0Y0:
1668	grblconfigcontrol	str_settingsError	None	Setting {0} returned {1}, continue?	設置 {0} 返回 {1}，是否繼續？
1685	grblconfigcontrol	fld_findSetting	None	Setting:	Setting:
1667	grblconfigcontrol	str_saveSettings	None	Settings changed, save now?	設置已更改，現在保存嗎？
1567	libstrings	str_settingsSaved	None	Settings saved.	設置已保存。
1182	mainwindow	tab_appConfig	Label	Settings: App	設置：應用程序
1184	mainwindow	tab_grblConfig	Label	Settings: Grbl	設置：Grbl
1047	consolecontrol	label_showAll	CheckBox	Show all realtime responses	顯示所有實時回覆
1025	consolecontrol	lbl_showAll	CheckBox	Show all realtime responses	顯示所有實時回覆
1153	configcontrol	lbl_showAxes	CheckBox	Show axes	顯示軸
1154	configcontrol	lbl_showBbox	CheckBox	Show bounding box	顯示邊界框
1155	configcontrol	lbl_showCoordSys	CheckBox	Show coordinate system	顯示座標系
1156	configcontrol	lbl_showGrid	CheckBox	Show grid	顯示網格
1157	configcontrol	lbl_showOverlay	CheckBox	Show text overlay	顯示文本疊加
1158	configcontrol	lbl_showViewCube	CheckBox	Show ViewCube	顯示視圖立方體
978	signalscontrol	grp_signals	Label	Signals	信號狀態
986	sdcardview	hdr_size	None	Size	大小
1461	libstrings	str_grblStateSleep	None	SLEEP	睡眠
1228	jogconfigcontrol	fld_slowDistance	None	Slow distance:	慢速距離：
1229	jogconfigcontrol	fld_slowFeedrate	None	Slow feedrate:	慢速進給：
1602	libstrings	str_settingsReloadMismatch	None	Some settings were ignored, not supported by the controller.	某些設置被忽略，控制器不支持。
923	jobcontrol	btn_feedHold	ToolTip	Space	空間
979	spindlecontrol	grp_spindle	Label	Spindle	主軸
1164	jobparametersdialog	grp_spindle_feed	Label	Spindle and feed	主軸與進給
980	trinamicview	grp_stallGuard	Label	stallGuard	檔位保護
1073	edgefinderintcontrol	btn_start	Button	Start	啓動
1072	edgefindercontrol	btn_start	Button	Start	啓動
1075	centerfindercontrol	btn_start	Button	Start	啓動
1070	heightmapcontrol	btn_start	Button	Start	啓動
1074	rotationcontrol	btn_start	Button	Start	啓動
1071	toollengthcontrol	btn_start	Button	Start	啓動
1598	gcodelistcontrol	mnu_startFromHere	Menu	Start from here	從這裏開始
1027	statuscontrol	lbl_state	Label	State:	狀態:
1230	jogconfigcontrol	fld_stepDistance	None	Step distance:	步距：
1231	jogconfigcontrol	fld_stepFeedrate	None	Step feedrate:	步進進給速度：
1677	grblconfigview	tab_stepperCalibration	Label	Stepper calibration	Stepper calibration
1077	heightmapcontrol	btn_stop	Button	Stop	停止
1698	steppercalibrationwizard	btn_stop	Button	Stop	Stop
1080	rotationcontrol	btn_stop	Button	Stop	停止
948	jobcontrol	btn_stop	Button	Stop	停止
1079	centerfindercontrol	btn_stop	Button	Stop	停止
1081	edgefinderintcontrol	btn_stop	Button	Stop	停止
1078	edgefindercontrol	btn_stop	Button	Stop	停止
1076	toollengthcontrol	btn_stop	Button	Stop	停止
1475	jobcontrol	str_stop	None	Stop	停止
1441	libstrings	str_gcParserStripHdr	None	Strip command	剝離命令
1200	dragknifedialog	fld_swivelAngle	None	Swivel angle:	旋轉角度：
1670	grblconfigcontrol	str_settingsInvalid	None	The file does not contain any settings.	該文件不包含任何設置。
1584	basicconfigcontrol	lbl_theme	Label	Theme:	主題:
1190	mainwindow	tab_threading	Label	Threading	螺紋加工
964	basicconfigcontrol	fld_pollInterval	ToolTip	Time between status request sent to controller.	狀態請求發送到控制器的間隔時間。
1673	grblconfigcontrol	str_settingsTimeout	None	Timed out while setting {0}, continue?	設置 {0} 時超時，是否繼續？
1201	dragknifedialog	fld_tipOffset	None	Tip offset:	尖端偏移：
1028	toolview	lbl_tipRadius	None	Tip radius:	尖端半徑：
950	about	btn_toClipboard	Button	To Clipboard	到剪貼板
1559	gcodewrapdialog	lbl_wrapTarget	Label	to:	to:
1501	rendercontrol	showXYZMarkers	ToolTip	Toggle axes visibility	切換軸可見性
1495	rendercontrol	showGrid	ToolTip	Toggle grid visibility (Ctrl+G)	切換網格可見性 (Ctrl+G)
1497	rendercontrol	showJobEnvelope	ToolTip	Toggle job bounds visibility (Ctrl+J)	切換工作邊界可見性 (Ctrl+J)
1499	rendercontrol	showWorkEnvelope	ToolTip	Toggle machine work envelope visibility (Ctrl+W)	切換機器工作範圍可見性 (Ctrl+W)
1462	libstrings	str_grblStateTool	None	TOOL	刀具:
1165	jobparametersdialog	grp_tool	Label	Tool	刀具
987	toolview	hdr_tool	None	Tool	刀具
1245	jobparametersdialog	fld_toolChange	None	Tool change:	換刀：
1512	configcontrol	fld_toolDiameter	None	Tool diameter:	刀具直徑：
1141	probingview	tab_toolOffset	Label	Tool length offset	刀具長度偏置
1444	libstrings	str_gcParserToolProfile	None	Tool {0} not associated with a profile	刀具 {0} 未與配置文件關聯
1029	workparameterscontrol	lbl_tool	Label	Tool:	刀具:
1030	toolview	lbl_tool	Label	Tool:	刀具:
1191	mainwindow	tab_tools	Label	Tools	刀具
1716	libstrings	str_prbToolSetter	None	Toolsetter	Toolsetter
1102	probingview	grp_touchOrFixture	Label	Touch plate/fixture height	觸摸板/治具高度
1208	probingview	fld_touchPlate	None	Touch plate:	觸摸板：
1343	sdcardview	str_transferAborted	None	Transfer aborted.	傳輸中止。
1507	jobcontrol	str_transferComplete	None	Transfer complete	傳輸完成
1344	sdcardview	str_transferDone	None	Transfer done.	傳輸完成。
1345	sdcardview	str_transferring	None	Transferred {0} of {1} bytes...	已傳輸 {0} 個字節，共 {1} 個字節…
1678	grblconfigview	tab_trinamic	Label	Trinamic tuner	Trinamic tuner
1658	steppercalibrationwizard	fld_resolution	None	True	True
1193	mainwindow	tab_turning	Label	Turning	車削
1468	joguiconfigcontrol	grp_uiJogging	Label	UI jogging	用戶JOG界面
1388	libstrings	str_appconfNoConnect	None	Unable to open connection ({0})	無法打開連接 ({0})
1450	libstrings	str_serialPortError	None	Unable to open serial port: {0}	無法打開串行端口：{0}
1571	libstrings	str_msgBadResponseExit	None	Unexpected response received from controller: {0}, exiting.	從控制器收到意外響應：{0}，正在退出。
1690	grblconfigcontrol	hdr_settingUnit	None	Unit	單元
1463	libstrings	str_grblStateUnknown	None	UNKNOWN	未知
952	statuscontrol	btn_unlock	Button	Unlock	解鎖
1116	centerfindercontrol	lbl_lock	ToolTip	Unlock and set X or Y size to 0 to probe in one direction only.	解鎖並將 X 或 Y 尺寸設置爲 0，以便僅在一個方向上進行探測。
1445	libstrings	str_gcParserUnsupportedCmd	None	Unsupported command	不支持的命令
1134	probingview	mnu_update	Menu	Update	更新
1619	macrodialog	mnu_update	Menu	Update	Update
954	sdcardview	btn_upload	Button	Upload	上傳
1346	sdcardview	str_uploading	None	Uploading...	正在上傳…
1179	mainwindow	mnu_usageTips	Menu	Usage _tips	使用提示
1530	cameracontrol	btn_useAsProbe	Button	Use as probe position	用作探頭位置
1532	centerfindercontrol	btn_useCamera	Button	Use camera positions	使用相機位置
1593	rotationcontrol	chk_useXY	CheckBox	Use X,Y	使用 X,Y
1570	rotationcontrol	chk_useX0Y0	CheckBox	Use X0,Y0	使用X0,Y0
